"transaction_id","price","serial_number","set_play_id","transaction_datetime","buyer_username","seller_username","set_name","set_visual_id","series_number","version","circulation_count","play_description","player_name","date_of_moment","play_category","team_at_moment","listings","sold_amount"
"bd3c483e-cc4f-4086-a4a8-4e9710b11b4b","6","13","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T13:38:18","NBA_JAMorant","Dr_Baloney11","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"75f5f92d-8017-4345-bbaa-d095ac6fa4b7","6","3519","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T13:33:24","BePo","tidy_beagle6173","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"cac91617-8e95-4968-a33a-f8530af9048a","5","22581","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T13:32:23","ugoglencoco","rural_nurse_shark1341","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"57051b5e-c4e8-4383-8b8c-45476d2845aa","6","28798","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T13:15:45","OfficialJackMurray","evransezgin","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"172bd574-0b02-468f-bbed-a3e5bbc2ae2e","5","12268","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T13:14:19","codybeeteam","LongLiveCortez","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"2533366e-cceb-43c0-aa5b-4455d1e4f367","6","10261","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T12:57:36","Bluff_bagwell","MyManTrezzz","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"1b5920cd-6bbb-4d0c-8663-2f5b0a6b7a58","5","10946","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T12:51:29","tchick1986p","MiamiHeat2522","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"c3277824-feec-4a78-8f6d-d581f005ef59","6","11710","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T12:47:01","Drewpeanut248","pnvc","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"556dcfc8-60fa-4b7e-a54b-286bbf89ecfa","6","16818","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T12:42:08","snjegovan","nlieberson","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"b9211d6a-5b2d-4d5d-a178-d761114a5438","11","905","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T12:32:57","danielho","vital_welsh_corgi3006","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"dd064972-5c85-4bb8-a262-90a85ae1421a","4","10946","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T12:26:41","MiamiHeat2522","PackGod777","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"c944edcc-2b10-428e-9182-1dffa57462fc","5","22253","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T12:13:40","PNballer","dtburritomuncher","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"40d1a107-b60c-4aeb-92f3-8ad07c14454e","5","16818","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T12:03:35","nlieberson","djmendes88","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"fea1d100-fcf3-4c40-aa92-d75e478312c2","5","21672","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T11:48:25","MrAnderson","wador808","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"64ec272c-9461-4ac9-b23f-626d9c0e6fae","6","13670","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T11:34:01","Chicago19","kennefu","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"d031d110-f38d-401f-a979-7fb6c39ef5d3","5","30395","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T11:09:11","attractive_caracal913","two_moves","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"26395a99-20ac-43ef-9539-968bed459f89","6","10448","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T11:03:56","sa_cs","mortgagefuture","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"236a5866-9385-42db-bb43-4b8f78eb3ba4","5","29647","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T10:55:28","MrAnderson","CrazyCanuck","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"7482771c-4d52-4547-b61c-ca3992e9d99c","5","27877","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T10:53:07","MrAnderson","SureShot37","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"cef36ccd-36e4-435e-865f-112639d6e345","5","31627","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T10:50:19","AbsolootRasuperstar","gleaming_bull_mastiff7503","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"f698b2a8-f7fc-4b32-9ed1-38953bdfd75f","6","3033","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T10:43:26","Dmon1","wide_eyed_dodo1313","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"136bd25c-76f0-40d7-b631-74a8a75b1836","6","11759","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T10:33:36","Ninipol","calculating_gharial1455","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"7b0b7379-5fc8-4758-aaf9-62e4b7f6b3b9","5","19093","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T09:52:40","crispHNL","spotted_gentoo_penguin9202","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"d2cdadc9-cf57-4614-8bc0-e99ef6a533b2","10","2400","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T09:48:18","soupy_prawn540","psycloud","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"4eb1c6a6-90f6-4631-9ce1-1321f7d69594","5","30098","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T09:27:24","giant_richty_tiger1717","ubori","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"41eaacb6-861a-4cd5-bc58-48ea6cbff71e","5","3959","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T09:26:13","SPC","antique_swan8296","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"2dd432e6-1f83-45d1-8d4e-14c5110ccac1","5","13970","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T09:23:55","Wardell30","perrier","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"52480f46-5df0-43d4-9d7c-089d41d38fe3","6","4847","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T09:09:50","al4prezident25","Alenabut","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"2a02b529-046a-4b6f-9d9f-57157aadf5a9","6","27914","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T08:59:47","Clutchyz","bothwell","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"7adbd7ee-d966-4d9f-80b0-1d34d2a386e8","5","15924","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T08:55:42","parallel_incaberries","cryptoJim","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"2ef11792-ba2a-48ee-9bfb-f7878a6aed54","5","27122","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T08:41:03","TheStepbrother","TeongChengWai","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"26c5634a-7c83-4762-9b2d-b109c23d778a","5","28681","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T08:36:01","RickyJames92","SPC","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"901c7a7e-794e-446e-aec1-776b7d45cf00","4","28681","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T08:33:06","SPC","danilo","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"4d316d36-28a9-4e83-b354-452b8f38ad5f","5","16214","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T08:31:49","Proffiik","Hun7ar","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"83e0d97f-7790-43f1-b0bf-94c7495a85c6","6","26744","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T07:48:03","Jogardel1979","notable_whale_shark3046","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"ead84b93-1c68-4872-8822-3e0c4be1d07e","6","9746","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T07:47:34","TheTopShotGoat","FlexTO","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"3ee4a11b-6fe7-4c70-bfba-266dc812d013","6","12915","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T07:33:18","NBA_CRYPTO_KNIGHT","Shaqfu36","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"315b3799-c230-4a75-8ddb-4cbd0b9e3096","6","30708","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T07:31:51","cyt","Ahndc","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"bec24004-c953-41cb-ab41-44dbab1d2675","5","14745","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T07:31:01","Tom_N_Paul","bestsportsbreaks","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"141f30b5-f9ba-44b5-a394-1104b762db68","5","9746","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T07:29:29","FlexTO","bestsportsbreaks","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"814a0678-abe0-406d-b073-86562769f133","5","27882","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T07:27:34","Twining","bandibacsi","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"ec8f9ad9-86ae-4aee-b6d2-32eb275b1b44","6","10056","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T07:27:33","nclj44","wangdawei","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"a3ad4ad1-a011-4d59-be30-3195767653ed","6","8930","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T07:07:40","Darog75","Nfinzki","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"b89028eb-7e1d-4b7f-82fa-138327482743","5","34292","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T06:53:00","Boybun","altayNbaFtw","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"f6c481aa-f07d-4dad-a264-e568c641305f","5","15744","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T06:51:46","Wicked","proud_ibis8801","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"cded448f-3278-45d6-9d36-d4c8a4a5f13f","6","12898","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T06:45:28","creative_hamster7673","Onetimeplz","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"aee008d5-034c-4d56-90a0-a6865020f3cc","6","17909","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T06:44:16","Pcanga19","Seffy","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"c8814757-7d3e-4c3d-b19a-7d8a7a55558a","5","16586","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T06:27:59","CrispyCarl","NepheW","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
"63cb232d-156b-43c5-abce-e761fb722cbe","5","12898","04203011-416c-4464-8a3d-81f76f389182","2021-04-15T06:25:56","Onetimeplz","Shab13","Base Set","SET_VISUAL_COMMON","2","0","35000","Josh Hart’s nose for the ball is next level. The New Orleans Pelicans wing crashes the boards in transition, just in time to clean up a missed layup with an easy put-back against the Sacramento Kings on February 1, 2021.","Josh Hart","2021-02-02T01:00:00","Dunk","New Orleans Pelicans","912","2125"
